Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
cd8971bc-ba2e-7de6-b55f-7a0601b3702d,2007-11-25,,999-61-1223,S99969041,,,Blair400,Oliva247,Steuber698,,,,white,nonhispanic,F,Northbridge  Massachusetts  US,233 Jenkins Well Unit 19,Somerville,Massachusetts,Middlesex County,25017,02145,42.39970263062936,-71.17436148303443,21222.65,14841.85,73886
e8374035-c723-cb5c-8c46-d698f0cc54b8,1956-06-26,,999-35-7978,S99986093,X21506374X,Mrs.,Yee761,,Ruecker817,,Lubowitz58,M,white,nonhispanic,F,Boston  Massachusetts  US,498 Hegmann Well Apt 82,Seekonk,Massachusetts,Bristol County,,00000,41.85319962256473,-71.36641866635567,15709.18,640202.44,2338
8240237b-cf8b-af3c-3a75-1b451b369b80,1975-02-10,,999-99-8644,S99989839,X17574378X,Ms.,Kenneth671,Idella49,Braun514,,,S,black,nonhispanic,F,North Reading  Massachusetts  US,836 Morissette Gardens,Chicopee,Massachusetts,Hampden County,25013,01022,42.193373344091704,-72.57437133516048,384223.28,334931.08,65105
632f17e4-33c3-8179-018f-adf807e31e39,1973-07-26,,999-73-3930,S99967935,X19738861X,Mr.,Ralph813,,Heller342,,,M,white,nonhispanic,M,Somerville  Massachusetts  US,358 Kirlin Highlands,Lynn,Massachusetts,Essex County,25009,01904,42.44752695852871,-70.99222572673591,39869.13,109133.14,79039
b2531d56-17a2-a263-5cd4-6e1da0c6016d,2012-01-08,,999-74-1374,,,,Kerri159,,Thompson596,,,,white,nonhispanic,F,Norwood  Massachusetts  US,679 Roberts Terrace Suite 82,Athol,Massachusetts,Worcester County,25027,01331,42.613807038719706,-72.2420064825617,2631.18,43953.76,21260
011bcd29-dad8-d091-de7a-df5f93b80c36,1966-05-26,,999-83-4163,S99956211,X5333627X,Ms.,Diamond340,Sherlyn657,Armstrong51,,,S,white,nonhispanic,F,Millbury  Massachusetts  US,789 Hoppe Divide,Ashland,Massachusetts,Middlesex County,,00000,42.22848492748871,-71.4599051974806,178855.07,656364.32,596824
e4f68d0b-d777-c024-7032-c690ccd352a8,2009-03-07,,999-93-6910,S99916968,,,Parker433,Peter292,Dare640,,,,white,nonhispanic,M,Mattapoisett Center  Massachusetts  US,278 Gislason Wynd,New Bedford,Massachusetts,Bristol County,25005,02743,41.58956195536707,-70.95497880528278,335527.93,178228.52,37025
26bd46d6-49ea-89bf-9d39-87187e7ccbb0,1989-10-11,,999-13-1751,S99913639,X66214410X,Mr.,Emanuel231,Dwayne786,Walker122,,,M,white,nonhispanic,M,Stoneham  Massachusetts  US,294 Dickens Center Suite 67,Waltham,Massachusetts,Middlesex County,25017,02453,42.40141719099565,-71.24018581826866,81923.42,95119.96,66963
cc6d434b-fc05-d79b-14bb-0658c9944f3f,2018-02-07,,999-69-9823,,,,Irving123,Napoleon578,Douglas31,,,,white,nonhispanic,M,New Bedford  Massachusetts  US,468 Metz Harbor,Leominster,Massachusetts,Worcester County,25027,01420,42.55751313052819,-71.76250036928269,21941.97,3765.30,46347
d8fe6b93-34be-6f4f-1d5c-4b1aa1b84d15,1992-06-08,,999-29-6117,S99944743,X6043295X,Mr.,Harrison106,Elvis145,Stroman228,,,M,white,nonhispanic,M,Watertown  Massachusetts  US,657 Howe Viaduct,Hopedale,Massachusetts,Worcester County,25027,01747,42.16583950629108,-71.54382226473707,88010.09,60195.21,29970
a3c924ed-b53e-a87c-cfb2-b132701e257b,1966-05-24,,999-86-5905,S99984642,X35323416X,Ms.,Oscar384,Charity776,Kirlin939,,,S,white,nonhispanic,F,Malden  Massachusetts  US,436 Quitzon Boulevard Apt 89,Framingham,Massachusetts,Middlesex County,25017,01702,42.33038876019459,-71.41537039989589,964572.33,223303.39,99984
043bb5d0-e7aa-65cd-22c0-0f7078890332,1984-08-16,,999-33-5589,S99922760,X16881659X,Mrs.,Althea11,Wonda35,Jacobi462,,Douglas31,M,black,nonhispanic,F,Attleboro  Massachusetts  US,105 Lynch Street,Franklin,Massachusetts,Norfolk County,25021,02038,42.133922553022444,-71.37589049045312,236576.22,456468.47,135370
4a56983c-2025-60b1-2c6d-b35e35840b6f,1954-04-26,1998-01-06,999-49-5892,S99929498,X20637835X,Mrs.,Isabel214,Ginger664,Predovic534,,Bins636,M,white,nonhispanic,F,Maynard  Massachusetts  US,657 Feeney Passage Unit 3,Swansea,Massachusetts,Bristol County,,00000,41.78161497295246,-71.2174312083037,797387.80,89469.55,97603
703e2762-c334-0e08-746e-dc407c047a59,1994-07-15,,999-94-5895,S99968538,X7352274X,Ms.,Lourdes258,Rosario163,Guevara385,,,S,white,hispanic,F,Salisbury  Saint Joseph Parish  DM,795 Wilkinson Crossroad,Mansfield Center,Massachusetts,Bristol County,,00000,42.05931206910481,-71.23024170460435,108414.80,228806.35,66977
54d4f41a-9563-0ea6-46dd-048aad2935d8,1979-11-15,,999-47-2608,S99945191,X87668687X,Mrs.,Lakiesha286,Lauri399,Hessel84,,Upton904,M,white,nonhispanic,F,Natick  Massachusetts  US,845 Greenfelder Landing,Winchester,Massachusetts,Middlesex County,25017,01890,42.43876504491847,-71.18337894864226,268732.32,262607.50,47058
687ac84b-8bb0-1a59-ab9c-1aee88191572,1943-11-07,2012-05-03,999-21-3463,S99994947,X71332227X,Mr.,Derrick232,Reid278,Hammes673,,,W,white,nonhispanic,M,Newton  Massachusetts  US,681 Ryan Bay Suite 3,Boston,Massachusetts,Suffolk County,25025,02199,42.308786540236305,-71.07351730025228,289354.54,94964.46,39786
66e79aea-e5c6-3beb-e75b-41fbf4a70b94,2018-04-07,,999-19-5512,,,,Parker433,Kerry175,Cronin387,,,,white,nonhispanic,M,Boston  Massachusetts  US,977 Hane Arcade Unit 80,Tyngsborough,Massachusetts,Middlesex County,,00000,42.66237051159493,-71.44500952566803,21105.53,3246.99,53281
2d9e3aa3-8e4a-491f-9a34-d9c4f807b716,1947-10-09,,999-48-7759,S99941767,X65180380X,Mrs.,Celestine956,Lannie207,Keebler762,,Mitchell808,D,white,nonhispanic,F,Townsend  Massachusetts  US,780 Sporer Light Suite 1,Hanover,Massachusetts,Plymouth County,,00000,42.11600921630495,-70.90338175043551,346500.42,900567.10,149760
e4cb5855-9b5c-1009-b213-cdfb71775eec,1980-03-19,,999-31-7007,S99979034,X18764716X,Ms.,Kirstin394,Shana231,D'Amore443,,,S,white,nonhispanic,F,Chilmark  Massachusetts  US,113 Greenfelder Burg Apt 3,East Longmeadow,Massachusetts,Hampden County,,00000,42.06906993017153,-72.49195270612876,509346.65,919572.60,85393
1490e3c7-4d88-215b-dd9f-f5ffad158eb9,2012-01-08,,999-99-8081,,,,Ricardo560,Nicolás801,Ornelas92,,,,white,hispanic,M,Havana  Havana  CU,423 Cruickshank Divide Suite 72,Wenham,Massachusetts,Essex County,,00000,42.56445689573006,-70.89170824323895,58497.67,8967.97,102214
286a7b21-9f0c-84cf-3bb8-d5b8de3cd49a,1964-10-05,2023-04-15,999-77-8142,S99915352,X46923563X,Mrs.,Clelia416,Loren192,Satterfield305,,Hirthe744,M,white,nonhispanic,F,Boston  Massachusetts  US,158 McGlynn Landing,Amherst,Massachusetts,Hampshire County,,00000,42.383017407965745,-72.4959360178702,56960.08,1670970.55,17174
2aeafe77-533b-a3c5-8b7f-dfdda412090a,1975-09-02,,999-90-5580,S99957237,X61024035X,Mrs.,Geraldine667,Ava220,Mertz280,,Thiel172,W,white,nonhispanic,F,Fall River  Massachusetts  US,159 Daugherty Mews Suite 49,Newbury,Massachusetts,Essex County,,00000,42.790322497479174,-70.91267040696397,260229.61,509220.12,174233
3f69c17d-615f-1d3d-98a2-55320acceaab,1962-04-23,2021-10-31,999-83-3826,S99992023,X21247756X,Mr.,Domingo513,Laurence43,Torphy630,,,M,white,nonhispanic,M,Greenfield  Massachusetts  US,142 Roberts Loaf Unit 97,Hudson,Massachusetts,Middlesex County,25017,01749,42.401441790209816,-71.57030851771304,111248.57,156387.85,913767
2e7ae9cc-e26f-fb6e-bc46-70b65b80c1f7,1947-10-15,2022-12-03,999-20-7365,S99998445,X67579677X,Mrs.,Carie544,,Jones311,,McClure239,D,white,nonhispanic,F,Woburn  Massachusetts  US,628 Yost Bay Unit 53,Woburn,Massachusetts,Middlesex County,25017,01801,42.422946563964,-71.12187412639385,380694.34,1030926.91,32672
739ae240-5cd4-fea0-0f53-91dd6d7fa4be,1987-11-12,,999-11-2259,S99988878,X5360399X,Mrs.,Hiedi833,Catalina187,Murazik203,,Franecki195,M,asian,nonhispanic,F,Holyoke  Massachusetts  US,405 Murazik Knoll Apt 48,Newton,Massachusetts,Middlesex County,25017,02461,42.31210347781654,-71.18974062277555,449741.92,981951.63,92338
e12f4d96-75e3-347c-a4ca-eeecac25ed87,1953-11-29,,999-34-8292,S99910888,X28428636X,Mr.,Darell496,Brooks264,Lebsack687,,,D,white,nonhispanic,M,Woburn  Massachusetts  US,739 Mitchell Vale,Williamstown,Massachusetts,Berkshire County,25003,01267,42.668491997899785,-73.19852754698648,135592.58,204689.64,29197
0f80d9e3-1399-7c1c-5cc8-0b12007f5c91,1998-11-30,,999-25-5074,S99972649,X43242484X,Ms.,Lara964,Caridad510,Greenfelder433,,,,white,nonhispanic,F,Revere  Massachusetts  US,137 Osinski Landing Suite 64,Lexington,Massachusetts,Middlesex County,25017,02421,42.465782756664694,-71.26762693991778,17515.27,1016299.40,976088
99fa2d11-c137-ddfe-b701-46a0b9ce7a21,1954-04-26,,999-51-1394,S99966763,X73908684X,Mrs.,Gertha313,Jenni670,Murray856,,Weissnat378,W,white,nonhispanic,F,Kingston  Massachusetts  US,366 Rosenbaum Crossroad,Swansea,Massachusetts,Bristol County,,00000,41.79882891129352,-71.2279667926812,914190.03,258163.37,97603
2331d948-a766-0cd7-8126-703e3bab056b,1943-11-07,,999-27-4098,S99976538,X5633014X,Mr.,Son314,Lane844,Grady603,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,192 Effertz Grove Suite 85,Boston,Massachusetts,Suffolk County,25025,02132,42.311916202047236,-71.10863529306265,525321.67,372412.64,39786
f50f5169-5857-7d3a-4566-c0dbdb667486,1962-04-23,,999-67-3908,S99980169,X17221292X,Mr.,Eliseo499,Paul232,Bechtelar572,,,S,white,nonhispanic,M,Quincy  Massachusetts  US,391 Wiza Landing Suite 17,Hudson,Massachusetts,Middlesex County,25017,01749,42.389075872913494,-71.53344152079892,173437.17,55854.41,913767
e12aae45-d2b9-0dc8-cfc8-bc581cdd31e6,1964-10-05,,999-38-5382,S99967839,X47082921X,Mrs.,Brunilda665,,Dibbert990,,Turner526,M,white,nonhispanic,F,West Springfield  Massachusetts  US,1086 King Lock,Amherst,Massachusetts,Hampshire County,,00000,42.38686665712407,-72.52260439811326,17324.08,678350.45,17174
e8532e7f-e4a9-b70a-ca1e-345cde179f7a,1976-07-01,,999-31-6752,S99952218,X21092946X,Mrs.,Donna446,Khalilah870,Boehm581,,Shanahan202,M,white,nonhispanic,F,Springfield  Massachusetts  US,560 Hoppe Heights,Taunton,Massachusetts,Bristol County,25005,02767,41.92260807490655,-71.07402885827277,45437.43,1470308.19,12270
2cfdc1a4-a1a5-ec0e-ee33-b0ce76fcb048,1960-10-23,,999-67-3762,S99924323,X66508965X,Mr.,Ian270,Craig656,Grimes165,,,M,white,nonhispanic,M,Walpole  Massachusetts  US,1033 Ritchie Overpass,Randolph,Massachusetts,Norfolk County,25021,02368,42.139828833602145,-71.09395147283816,206695.24,507951.87,23801
f59a6ef5-abc8-c513-5ba4-3aca637eea8c,1943-03-19,,999-90-8243,S99995184,X10115732X,Mr.,Hyman89,Devin82,Hyatt152,,,M,white,nonhispanic,M,Green Harbor-Cedar Crest  Massachusetts  US,678 Rutherford Branch,Waltham,Massachusetts,Middlesex County,25017,02451,42.413697545894166,-71.14950507327855,345204.61,523204.39,35325
a6ba492d-39a2-db0d-d79b-927dc7abe100,1947-10-15,,999-43-4347,S99934499,X26416702X,Mrs.,Marilou153,Arlene209,Ruecker817,,Hand679,M,white,nonhispanic,F,Marshfield  Massachusetts  US,274 O'Hara Way Unit 78,Woburn,Massachusetts,Middlesex County,25017,01890,42.51902316452812,-71.1870676953138,328128.62,984244.57,32672
f6035f92-2d65-6999-021a-bdd7b0a7cf21,1930-08-11,,999-20-1384,S99959292,X72074208X,Mr.,Luciano237,Alan320,Hills818,,,W,white,nonhispanic,M,Colrain  Massachusetts  US,108 Crist Fort,Chelmsford,Massachusetts,Middlesex County,,00000,42.60156208244047,-71.40135396420956,1148611.73,1638931.52,91626
